School Name,School Number,OSSD Credits Offered,Principal Name,Suite,PO Box,Street Address,City,Province,Postal Code,Telephone Number,Fax,Region,School Website,School Level,School Special Conditions Code,Program Type,Association Membership
North York Academy,883987,Offers credits toward the Ontario Secondary School Diploma (OSSD),Demosthenes Aliferis,1,,155 Consumers Road,Toronto,Ontario,M2J0A3,416-725-7517,,Central Region,,Secondary,Not applicable,Site based only,No
North York High School,665227,Offers credits toward the Ontario Secondary School Diploma (OSSD),Demosthenes Aliferis,101,,155 Consumers Road,Toronto,Ontario,M2J0A3,647-895-0120,,Toronto Region,nyhonline.ca,Secondary,Not applicable,Online Only,No
NorthCan Academy,666906,Offers credits toward the Ontario Secondary School Diploma (OSSD),RESHMA MUKADAM,608,,1465 TYNEBURN CRESCENT,MISSISSAUGA,Ontario,L4X1P7,437-522-7459,,Central Region,northcanacademy.ca,Secondary,All Year Round,Online Only,No
Northern Lights School,887391,,Arlene Thorn,,,250 Dog Lake,Thunder Bay,Ontario,P7G2G2,807-707-4311,,North Region,www.northernlightsschool.ca,Elementary,Not applicable,Site based only,No
Northern Valley Parochial School,666037,,Sarah Shetler,,,328446 Highway 560 2,Charlton/Dack,Ontario,P0J1H0,,,North Region,,Elementary,Not applicable,Site based only,No
Northmount School,875287,,Terence Sheridan,,,26 Mallard Rd,Toronto,Ontario,M3B1S3,416-449-8823,416-449-1244,Central Region,http://www.northmount.com,Elementary,Not applicable,Site based only,IBSC
Northside Christian School,881877,,Anthony Horst,,,6020 Line 87,Listowel,Ontario,N4W3G8,226-767-1344,,West Region,,Elem/Sec,Not applicable,Site based only,No
Northstar Montessori Private School,878022,,Maria Ramirez,,,4900 Tomken Rd,Mississauga,Ontario,L4W1J8,905-890-7827,905-890-6771,Central Region,http://northstarmontessori.com,Elementary,Not applicable,Site based only,CCMA
Northumberland Christian School,880027,,Ginette Mack,,,8861 Danforth Rd East Road,Cobourg,Ontario,K9A4J8,905-372-8766,905-372-6299,East Region,ncschool.wix.com/ncschool,Elementary,Not applicable,Site based only,Edvance Christian Schools Association
Northumberland Montessori School Inc.,878545,,Claudia Langlois,,,8681 Danforth Road West RR#6,Cobourg,Ontario,K9A0T6,905-377-1439,,East Region,www.northumberlandmontessorischool.ca,Elementary,Not applicable,Site based only,"OFIS, CCMA"
Northview Collegiate,666857,Offers credits toward the Ontario Secondary School Diploma (OSSD),Rashida Suleman,204,,230 Yonge Street,Toronto,Ontario,M4Y2B7,514-583-3353,,Central Region,www.northviewcollegiate.ca,Secondary,All Year Round,Online/Site Based,No
Nucleus High School,665736,Offers credits toward the Ontario Secondary School Diploma (OSSD),Shaminderpal Makh,415,,2250 Bovaird Drive East,Brampton,Ontario,L6R0W3,416-924-7111,289-201-8848,Central Region,www.nucleushs.com,Secondary,All Year Round,Online/Site Based,No
OSA Private School,882692,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Lori Lavallee,,,1565 Maple Grove Road,Kanata,Ontario,K2V1A3,613-884-2762,,East Region,www.osaprivateschool.com,Elem/Sec,Not applicable,Site based only,No
OVS,665804,Offers credits toward the Ontario Secondary School Diploma (OSSD),GARY MICHAEL,705,,4789 Yonge Street,North York,Ontario,M2N0G3,416-907-4899,416-840-4911,Central Region,www.ontariovirtualschool.ca,Elem/Sec,All Year Round,Online Only,No
Oak Bridge Academy,667858,Offers credits toward the Ontario Secondary School Diploma (OSSD),Kathleen Shaw,,,55 Franklin Blvd,Cambridge,Ontario,N1R5S2,519-242-6111,,West Region,www.oakbridge.ca,Elem/Sec,Not applicable,Site based only,No
Oak Creek Parochial School,886118,,Nelson Brubacher,,,73 Huron Kincardine East,Ripley,Ontario,N0G2R0,,,West Region,,Elementary,Not applicable,Site based only,No
Oak Hill Academy,666942,,Jesse Newton,,,557 Garner Road West,Ancaster,Ontario,L9G3K9,905-745-3288,,West Region,www.oakhillhamilton.ca,Elem/Sec,Not applicable,Site based only,OFIS; Christian School Foundation; ACCS; SCL
Oak Learners,669623,,Kelly Farrell,,,394 Royal York Road,Etobicoke,Ontario,M8V3B8,416-820-5233,,Toronto Region,www.oaklearners.ca,Elementary,Not applicable,Site based only,No
Oak Valley Academy,885175,Offers credits toward the Ontario Secondary School Diploma (OSSD),Justin Li,718,,920 Yonge Street,Toronto,Ontario,M4W3C7,647-606-7836,,Central Region,www.oakvalleyacademy.net,Secondary,All Year Round,Online/Site Based,No
Oakdale Academy,667174,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Bryan Ho,1201,,80 Bloor St. W,Toronto,Ontario,M5S2V1,647-838-6466,,Toronto Region,,Secondary,All Year Round,Online Only,No
Oaktree International School,883192,,Julia Petersen,,,850 Elgin Mills Rd. E,Richmond Hill,Ontario,L4S1M4,416-887-6300,,Central Region,http://oischool.ca/,Elementary,Not applicable,Online Only,No
Oakville Christian School,882240,,Jeffrey Kennedy,,,112 Third Line,Oakville,Ontario,L6L3Z6,905-825-1247,905-825-3398,Central Region,www.oakvillechristianschool.com,Elementary,Not applicable,Site based only,Edvance Association of Christian schools
Oakwood Academy,668475,,Trillian Taylor,,,2150 Torquay Mews,Mississauga,Ontario,L5N2M6,905-814-0202,905-814-0299,Central Region,www.oakwoodacademy.ca,Elementary,Not applicable,Site based only,No
Ohahase Education Centre,664035,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sandra Brant,,,1825 York Road,Tyendinaga Mohawk Territory,Ontario,K0K1X0,613-847-3886,,East Region,mbq-tmt.org/ohahase,Secondary,First Nation,Site based only,No
Old Colony Christian Academy,884901,,Jacob Wiebe,,,21311 Campbell Road 1,Wheatley,Ontario,N0P2P0,519-825-9188,519-825-9122,West Region,,Elem/Sec,Not applicable,Site based only,No
Old Colony Christian Academy Cottam,882733,,Justina Ketler,,,294 County Road 34 East,Ruthven,Ontario,N0P2G0,519-839-5998,519-839-5054,West Region,,Elem/Sec,Not applicable,Site based only,No
Old Colony Christian Academy- Kingsville,875236,,John Fehr,,,1521 Road 4 West,Kingsville,Ontario,N9Y2E5,519-733-8308,519-733-2167,West Region,,Elem/Sec,Not applicable,Site based only,Old Colony Mennonite Church
Old Colony Christian School,884855,,Paul Reimer,,127,7283 Hacienda Road 6,Aylmer,Ontario,N5H2R5,519-773-2288,519-773-2120,West Region,,Elem/Sec,Not applicable,Site based only,No
Olive Grove Academy,668430,,Renee Phillips,,,1746 Hamilton Road,London,Ontario,N6M1G4,519-471-3368,,West Region,olivegroveacademy.ca,Elementary,Not applicable,Site based only,No
Olive Grove High School,886795,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sarah Attia,,,2270 Speakman Drive,Mississauga,Ontario,L5K1B4,905-855-8557,905-855-7917,Central Region,oghs.ca,Secondary,All Year Round,Site based only,No
Olive Grove School,666478,,Sarah Attia,,,2300 Speakman Dr,Mississauga,Ontario,L5K1B4,905-855-8557,905-855-7917,Central Region,www.olivegroveschool.ca,Elementary,Not applicable,Online/Site Based,No
Olivet School,886807,,John Treptow,,,279 Burnhamthorpe Rd,Etobicoke,Ontario,M9B1Z6,416-239-3054,416-239-4935,Central Region,www.olivetschool.ca,Elementary,Not applicable,Site based only,Ontario Federation of Independent Schools
OnCourse Education,666956,Offers credits toward the Ontario Secondary School Diploma (OSSD),Jennifer Scott-Penich,,,775 Upper Wentworth Street,Hamilton,Ontario,L9A4V7,905-525-1234,905-525-5678,West Region,www.oncourseeducation.com,Secondary,All Year Round,Site based only,No
One Care Academy,669232,,Kate Guyett,,,32 Elgin St E,Oshawa,Ontario,L1G1T1,905-240-2203,,East Region,www.onecaretherapy.ca,Elementary,Not applicable,Online/Site Based,No
One Direction Academy,886298,Offers credits toward the Ontario Secondary School Diploma (OSSD),Yousif Nissan,206,,885 Don Mills Road,Toronto,Ontario,M3C1V9,416-391-5551,416-391-5557,Toronto Region,www.1direction.ca,Secondary,All Year Round,Online/Site Based,No
OneSchool Global - Hamilton,669302,Offers credits toward the Ontario Secondary School Diploma (OSSD),Karen Lake,,,441 Old Brock Rd,Dundas,Ontario,L9H6A7,905-627-0494,905-633-9439,West Region,,Elem/Sec,Not applicable,Online/Site Based,OneSchool Global
OneSchool Global - Mossley,669276,,Scott FRANSKY,,,4189 Mossley Drive,Mossley,Ontario,N0L1V0,519-269-3239,519-269-3268,West Region,oneschoolglobal.com,Elem/Sec,Not applicable,Online/Site Based,No
OneSchool Global - Rideau Lakes,666012,,Kristina Daoust,,,64 Harry Seeley Street,Elgin,Ontario,K0G1E0,613-359-5178,613-359-6258,East Region,oneschoolglobal.com,Elem/Sec,Not applicable,Online/Site Based,No
Onondaga Camp,666963,Offers credits toward the Ontario Secondary School Diploma (OSSD),J. Duncan Robertson,,,1120 Rackety Trail Road 3,Minden,Ontario,K0M2K0,416-482-0782,416-482-6237,East Region,www.onondagacamp.com,Secondary,Summer,Site based only,No
Ontario Academy of International Educati,883784,Offers credits toward the Ontario Secondary School Diploma (OSSD),SEAN FAZL,21,,90 Nolan Court,Markham,Ontario,L3R4L9,647-783-8775,,Central Region,www.oaie.ca,Secondary,All Year Round,Online Only,Independent Private School Forum
Ontario Education Online,882902,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Andrew Ramos,,,383 Indian Grove,Toronto,Ontario,M6P2H6,416-671-1326,,Toronto Region,https://ontarioeducationonline.ca/,Secondary,All Year Round,Online Only,No
Ontario Elite Academy,882874,Offers credits toward the Ontario Secondary School Diploma (OSSD),Henry Leung,614,,4789 Yonge Street,North York,Ontario,M2N0G3,647-323-3222,,Central Region,cnec.online,Secondary,All Year Round,Online/Site Based,No
Ontario Golden Sands Academy,665218,,Johnson He,R149,,10225 Yonge Street,Richmond Hill,Ontario,L4C3B2,289-879-8765,,Central Region,www.ogsacademy.ca,Secondary,Not applicable,Online Only,No
Ontario Hockey Academy,880161,Offers credits toward the Ontario Secondary School Diploma (OSSD),Jesse Ferguson,,,1541 Vincent Massey Drive,Cornwall,Ontario,K6H5R6,613-938-5009,613-936-0542,East Region,www.ohacanada.com,Secondary,Not applicable,Site based only,No
Ontario International College,882094,Offers credits toward the Ontario Secondary School Diploma (OSSD),Anchuan Jiang,515,,3550 Victoria Park Ave,North York,Ontario,M2H2N5,416-739-1888,416-739-1886,Central Region,www.oicedu.ca,Secondary,All Year Round,Online/Site Based,Ontario Federation of Independent Schools
Ontario International High School,668712,Offers credits toward the Ontario Secondary School Diploma (OSSD),Hassan Mirzai,297,,7181 Yonge Street,Markham,Ontario,L3T0C7,416-885-7606,,Central Region,www.Thornhillacademy.ca,Elem/Sec,Not applicable,Online/Site Based,No
Ontario International Institute,667498,,Chanjithcumar Vijayacumar,203,,1001 Sandhurst Circle East,Scarborough,Ontario,M1V1Z6,416-701-1763,416-701-9542,East Region,,Secondary,Not applicable,Site based only,No
Ontario International School,881793,Offers credits toward the Ontario Secondary School Diploma (OSSD),Amjad Abdalbari,810,,10 Milner Business Crt,Scarborough,Ontario,M1B3C6,647-455-5622,,North Region,www.oisch.ca,Elem/Sec,All Year Round,Online/Site Based,No
Ontario International Secondary School,882938,Offers credits toward the Ontario Secondary School Diploma (OSSD),Gursimran Rehill,7A,,7071 Airport Road Road,Mississauga,Ontario,L4T4J3,437-436-3158,,West Region,www.myontarioschool.ca,Secondary,Not applicable,Online/Site Based,No
Ontario Learners Academy,666374,Offers credits toward the Ontario Secondary School Diploma (OSSD),Muhammad Asim Latif,301,,5871 Hwy 7,Markham,Ontario,L3P1A3,647-824-7578,,Central Region,www.ontariolearners.ca,Elem/Sec,All Year Round,Online/Site Based,No
Ontario Maple Academy,669314,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ding Liu,,,1742 Sir Monty's Drive,Mississauga,Ontario,L5N4R6,647-993-4543,888-919-2918,Central Region,omapleacademy.com,Secondary,All Year Round,Online/Site Based,No
Ontario Muslim Academy,885901,,Ebrahim Chhapra,,,82 Beverly Street,cambridge,Ontario,N1R3Z7,519-618-9357,519-618-9357,West Region,www.omacademy.ca,Elementary,Not applicable,Site based only,No
Ontario Online Schools,885338,Offers credits toward the Ontario Secondary School Diploma (OSSD),Susan Stone,84,,1055 Shawnmarr Drive,Mississauga,Ontario,L5H3V2,416-357-1386,,Central Region,www.ontarioonlineschools.ca,Secondary,All Year Round,Online Only,No
Ontario Premier School,885032,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Angela Jin,3A,,2570 Haines Road,mississauga,Ontario,L4Y4A3,,,Central Region,,Elem/Sec,All Year Round,Online/Site Based,No
Ontario eSchool,882694,Offers credits toward the Ontario Secondary School Diploma (OSSD),Nazzareno Fiscaletti,17,,8611 Weston Road,Vaughan,Ontario,L4L9P1,647-888-1408,,Central Region,www.ontarioeschool.com,Secondary,All Year Round,Online Only,No
Ontario eSecondary School,667186,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ibrahim Baig,4,,2131 Williams Parkway,Brampton,Ontario,L6S5Z4,416-845-8717,647-313-3010,Central Region,www.oeshighschool.com,Secondary,Not applicable,Online Only,No
OpenMind Alliance,665831,,Siuhan Co,14 - 15,,70 East Beaver Creek Road,Richmond Hill,Ontario,L4B3B2,905-918-3852,905-918-3852,Central Region,www.openmindalliance.ca,Elementary,Not applicable,Site based only,No
Or Haemet Sephardic School,880248,,Joanna Fox,,,7026 Bathurst St,Thornhill,Ontario,L4J8K3,905-669-7653,905-669-5138,Central Region,www.jdohss.org,Elementary,Not applicable,Site based only,No
Orangeville Christian School,880744,,Jenny Bakker,,,553281 County Rd 16,Mono,Ontario,L9W6M1,519-941-3381,877-404-3128,Central Region,www.orangevillechristianschool.com,Elementary,Not applicable,Site based only,Edvance Christian Schools Association
Orangeville Forest School,884416,,Karen Riedler,,,673067 Hurontario Street,Orangeville,Ontario,L9W2Y9,519-379-6383,,Central Region,,Elementary,Not applicable,Site based only,No
Orillia Christian School,880442,,Jeremy Kuikman,,,505 Gill St,Orillia,Ontario,L3V1G6,705-326-0532,705-327-9856,Central Region,orilliachristianschool.com,Elementary,Not applicable,Site based only,Edvance of Christian Schools
Oro Medonte Forest School,884377,,Melanie Van Pypen,,,4055 Line 5N,Coldwater,Ontario,L0K1E0,705-817-3338,,Central Region,www.oromedonteforestschool.ca,Elementary,Not applicable,Site based only,No
Ottawa Adventist Elementary School,885339,,Michelle Richards-Mignott,,,2191 Benjamin Ave,Ottawa,Ontario,K2A1P6,613-722-3770,613-722-3767,East Region,www.ottawaadventistschool.org,Elementary,Not applicable,Site based only,No
Ottawa Christian School,887358,,Pauline Naftel,,,255 Tartan Drive,Ottawa,Ontario,K2J3T1,613-825-3000,,East Region,http://www.ocschool.org,Elementary,Not applicable,Site based only,Edvance Christian Schools Association
Ottawa Islamic School,884146,Offers credits toward the Ontario Secondary School Diploma (OSSD),Muna Egeh,,,10 Coral Ave,Nepean,Ontario,K2E5Z6,613-727-5066,613-727-8486,East Region,http://www.ottawaislamicschool.org/,Elem/Sec,Not applicable,Site based only,No
Ottawa Jewish Community School,669700,,Jonathan Mitzmacher,,,31 NADOLNY SACHS PVT,OTTAWA,Ontario,K2A1R9,613-722-0020,613-722-7346,East Region,www.theojcs.ca,Elementary,Not applicable,Site based only,No
Ottawa Montessori School/Ecole Montessor,881238,,Carrie Whalen,,,335 Lindsay Street,Ottawa,Ontario,K1G0L6,613-521-5185,613-521-6796,East Region,www.omsmontessori.com,Elementary,Not applicable,Site based only,Canadian Council of Montessori Administrators
Ottawa Victory Christian Academy,667913,,Danielle Broughton Oke,,,1080B St. Pierre Street,Orleans,Ontario,K1C1L3,343-880-4004,613-912-1511,East Region,ovcacademy.ca,Elem/Sec,Not applicable,Online/Site Based,ON Accelerated Christian ED Assoc
Otter Lake Christian School,888788,,Steven Weber,,,24 Rankin Lake,Seguin,Ontario,P2A0B2,705-378-4960,,North Region,,Elem/Sec,Not applicable,Site based only,No
Otter Valley Christian School,668714,,Lynette Gingrich,,,54571 Eden Line,Eden,Ontario,N5H2R3,519-773-3057,,West Region,,Elem/Sec,Not applicable,Site based only,No
Our Lady of Mount Carmel Academy,665195,,Marcel Stannus,,,2483 BLEAMS RD,New Hamburg,Ontario,N3A3J2,519-634-4932,519-634-9395,West Region,www.olmca.ca,Elem/Sec,Not applicable,Site based only,No
Our Lady of Victory Academy,886660,,Genevieve Picard,,,5030 Westchester Bourne Road,Belmont,Ontario,N0L1B0,519-670-4407,,West Region,ourladyofvictory.ca,Elem/Sec,Not applicable,Site based only,No
Our Lady of the Pillar Academy,881566,,Gregory Borris,,,6100 Calvert Drive 3,Strathroy,Ontario,N7G3H5,519-245-6000,,West Region,www.pillaracademy.com,Elementary,Not applicable,Site based only,OFIS
Our Lady of the Wayside Catholic School,877689,,John Jalsevac,,,575 Centre Line 4,Peterborough,Ontario,K9J6X5,705-749-3658,,East Region,http://olwayside.ca,Elem/Sec,Not applicable,Site based only,No
Out to Play,881468,,Lara Purvis,,,,Kinburn,Ontario,K0A2H0,819-318-0759,,East Region,www.outtoplay.ca,Elementary,Not applicable,Site based only,No
Outstanding International Academy,883495,Offers credits toward the Ontario Secondary School Diploma (OSSD),Bessie Moros,901,,7191 Yonge Street,Toronto,Ontario,L3T0C4,905-889-3999,905-889-3996,Central Region,www.outstandingedu.com,Secondary,All Year Round,Online/Site Based,No
Outward Bound Canada,884103,Offers credits toward the Ontario Secondary School Diploma (OSSD),Robert Wallis,"Bldg 12, #402",,550 Bayview Ave,Toronto,Ontario,M4W3X8,416-294-4188,705-224-5959,Toronto Region,http://www.outwardbound.ca,Secondary,Summer,Site based only,No
Owen Sound Canadian Reformed School,876658,,James Meinen,,,177551 Concession Road 5,Owen Sound,Ontario,N4K5N5,519-371-4498,519-371-6532,West Region,harvestschool.ca,Elem/Sec,Not applicable,Site based only,League of Canadian Reformed School Societies
Oxford College of Canada,667315,Offers credits toward the Ontario Secondary School Diploma (OSSD),Aida Stefani,108,,155 Consumers Road,TORONTO,Ontario,M2J0A3,416-488-5035,416-488-2944,Central Region,www.oxfordcollege.ca,Secondary,All Year Round,Online/Site Based,No
